[2022-06-30 16:25:14,755][root][INFO] - {"env_config": {"length_violation_reward": -2.0, "double_victim_access_reward": 0.0, "victim_access_reward": 0.0, "victim_miss_reward": 0.0, "correct_reward": 1.0, "wrong_reward": -1.0, "step_reward": 0.0, "cache_state_reset": false, "reset_observation": false, "verbose": 0, "force_victim_hit": false, "flush_inst": false, "allow_victim_multi_access": true, "allow_empty_victim_access": false, "attacker_addr_s": 4, "attacker_addr_e": 7, "victim_addr_s": 0, "victim_addr_e": 3, "reset_limit": 1, "cache_configs": {"architecture": {"word_size": 1, "block_size": 1, "write_back": true}, "cache_1": {"blocks": 4, "associativity": 1, "hit_time": 1, "rep_policy": "lru"}, "mem": {"hit_time": 1000}}, "window_size": 164, "episode_length": 160, "cc_hunter_check_length": 8, "cyclone_collect_data": true, "cyclone_malicious_trace": false, "threshold": 0.5, "cyclone_coeff": 100.0}, "model_config": {"latency_dim": 3, "victim_acc_dim": 2, "action_dim": 64, "step_dim": 164, "window_size": 164, "action_embed_dim": 16, "step_embed_dim": 4, "hidden_dim": 128, "output_dim": -1, "num_layers": 1}, "m_server_name": "m_server", "m_server_addr": "127.0.0.1:4411", "r_server_name": "r_server", "r_server_addr": "127.0.0.1:4412", "c_server_name": "c_server", "c_server_addr": "127.0.0.1:4413", "train_device": "cuda:0", "infer_device": "cuda:1", "num_train_rollouts": 24, "num_train_workers": 24, "num_eval_rollouts": 2, "num_eval_workers": 2, "replay_buffer_size": 131072, "prefetch": 2, "batch_size": 512, "lr": 0.0003, "learning_starts": 65536, "push_every_n_steps": 10, "num_epochs": 3000, "steps_per_epoch": 3000, "num_eval_episodes": 100, "train_seed": 123, "eval_seed": 456, "table_view": true}
[2022-06-30 16:29:02,202][root][INFO] - 

     info                  key          mean          std            min           max    count
T Epoch 1     steps_per_second  184.61554134  14.51995644   107.84767151  213.00381470     4708
T Epoch 1          total_guess    1.22344945   1.54862638     0.00000000   14.00000000     4708
T Epoch 1         correct_rate    0.22070691   0.34763204     0.00000000    1.00000000     2679
T Epoch 1       cyclone_attack    0.00807137   0.08947749     0.00000000    1.00000000     4708
T Epoch 1                 time  428.06103466   0.00000000   428.06103466  428.06103466        1

[2022-06-30 16:33:13,514][root][INFO] - 

     info               key          mean         std           min           max    count
---------  ----------------  ------------  ----------  ------------  ------------  -------
E Epoch 1    episode_length  164.00000000  0.00000000  164.00000000  164.00000000      100
E Epoch 1    episode_return   -2.00000000  0.00000000   -2.00000000   -2.00000000      100
E Epoch 1    episode_time/s    0.67850485  0.00733628    0.60817879    0.68657166      100
E Epoch 1  steps_per_second  241.73917664  2.89128253  238.86801147  269.65756226      100
E Epoch 1       total_guess    0.00000000  0.00000000    0.00000000    0.00000000      100
E Epoch 1    cyclone_attack    0.00000000  0.00000000    0.00000000    0.00000000      100
E Epoch 1              time  465.10856701  0.00000000  465.10856701  465.10856701        1

[2022-06-30 16:36:11,771][root][INFO] - 

     info                  key          mean          std           min           max    count
---------  -------------------  ------------  -----------  ------------  ------------  -------
T Epoch 2               return   -0.08835786   0.00895768   -0.10226421   -0.05921922     3000
T Epoch 2         policy_ratio    1.00005670   0.00748703    0.97281742    1.06524551     3000
T Epoch 2          policy_loss    0.00210951   0.00898085   -0.02112328    0.13536900     3000
T Epoch 2           value_loss    0.00039290   0.00023367    0.00008836    0.00323030     3000
T Epoch 2              entropy    1.21911455   0.02678979    1.13685822    1.30398095     3000
T Epoch 2                 loss   -0.00988518   0.00897980   -0.03292533    0.12323361     3000
T Epoch 2            grad_norm    0.34767124   0.13039975    0.06377529    2.31931067     3000
T Epoch 2  sample_data_time/ms    2.18493002  26.80251847    0.05551893  436.38592493     3000
T Epoch 2  batch_learn_time/ms   56.22889484   1.20330418   54.98476420   63.15702293     3000
T Epoch 2       episode_length  163.14527172   1.33469874  160.00000000  164.00000000     4674
T Epoch 2       episode_return   -1.52567394   1.24195478  -39.00000000    2.00000000     4674
T Epoch 2       episode_time/s    0.89969514   0.09634729    0.46132588    1.47282231     4674
T Epoch 2     steps_per_second  182.92169233  15.12668868  111.26686096  355.49707031     4674
T Epoch 2          total_guess    0.75267437   1.21043208    0.00000000   49.00000000     4674
T Epoch 2         correct_rate    0.29907239   0.42150148    0.00000000    1.00000000     2440
T Epoch 2       cyclone_attack    0.00000000   0.00000000    0.00000000    0.00000000     4674
T Epoch 2                 time  643.36541960   0.00000000  643.36541960  643.36541960        1

[2022-06-30 16:36:49,820][root][INFO] - 

     info               key          mean          std           min           max    count
---------  ----------------  ------------  -----------  ------------  ------------  -------
E Epoch 2    episode_length  162.72000000   1.86590461  160.00000000  164.00000000      100
E Epoch 2    episode_return  -13.84000000  17.25961761  -39.00000000   -2.00000000      100
E Epoch 2    episode_time/s    0.69600535   0.01569065    0.59090430    0.75450236      100
E Epoch 2  steps_per_second  233.88129166   4.61937230  215.93876648  270.77142334      100
E Epoch 2       total_guess   13.12000000  19.12552222    0.00000000   41.00000000      100
E Epoch 2      correct_rate    0.02439024   0.00000000    0.02439024    0.02439024       32
E Epoch 2    cyclone_attack    0.00000000   0.00000000    0.00000000    0.00000000      100
E Epoch 2              time  681.41423965   0.00000000  681.41423965  681.41423965        1

[2022-06-30 16:39:48,792][root][INFO] - 

     info                  key          mean          std            min           max    count
---------  -------------------  ------------  -----------  -------------  ------------  -------
T Epoch 3               return   -0.02031584   0.02830543    -0.07239222    0.03423801     3000
T Epoch 3         policy_ratio    0.99964558   0.00807552     0.97281349    1.08271158     3000
T Epoch 3          policy_loss    0.00297041   0.01246817    -0.02229765    0.27534980     3000
T Epoch 3           value_loss    0.00271361   0.01400667     0.00017119    0.19333810     3000
T Epoch 3              entropy    1.34581249   0.03210512     1.21883035    1.41645098     3000
T Epoch 3                 loss   -0.00913091   0.01426909    -0.03503297    0.26214403     3000
T Epoch 3            grad_norm    0.41153482   0.32119429     0.04612470    8.10496521     3000
T Epoch 3  sample_data_time/ms    2.33158600  28.78225786     0.05373452  471.87726479     3000
T Epoch 3  batch_learn_time/ms   56.33955599   1.30837315    55.01763150   62.16777209     3000
T Epoch 3       episode_length  161.88647292   1.10945557   160.00000000  164.00000000     4783
T Epoch 3       episode_return   -0.02257997   3.55111304  -100.00000000    2.00000000     4783
T Epoch 3       episode_time/s    0.88146156   0.09344358     0.73437142    1.48649168     4783
T Epoch 3     steps_per_second  185.15227149  14.32577490   108.98143005  217.87339783     4783
T Epoch 3          total_guess    1.13464353   1.21401062     0.00000000   72.00000000     4783
T Epoch 3         correct_rate    0.61505162   0.46796511     0.00000000    1.00000000     4726
T Epoch 3       cyclone_attack    0.00104537   0.03231526     0.00000000    1.00000000     4783
T Epoch 3                 time  860.38676001   0.00000000   860.38676001  860.38676001        1

[2022-06-30 16:40:25,835][root][INFO] - 

     info               key          mean         std           min           max    count
---------  ----------------  ------------  ----------  ------------  ------------  -------
E Epoch 3    episode_length  164.00000000  0.00000000  164.00000000  164.00000000      100
E Epoch 3    episode_return   -2.00000000  0.00000000   -2.00000000   -2.00000000      100
E Epoch 3    episode_time/s    0.68222295  0.00822903    0.60346085    0.68969834      100
E Epoch 3  steps_per_second  240.42976807  3.24690917  237.78511047  271.76577759      100
E Epoch 3       total_guess    0.00000000  0.00000000    0.00000000    0.00000000      100
E Epoch 3    cyclone_attack    0.00000000  0.00000000    0.00000000    0.00000000      100
E Epoch 3              time  897.42964740  0.00000000  897.42964740  897.42964740        1

[2022-06-30 16:43:25,011][root][INFO] - 

     info                  key           mean          std            min            max    count
---------  -------------------  -------------  -----------  -------------  -------------  -------
T Epoch 4               return     0.04467837   0.01035666    -0.02195077     0.06623071     3000
T Epoch 4         policy_ratio     0.99975871   0.01708658     0.96959639     1.62451839     3000
T Epoch 4          policy_loss     0.00907488   0.17227133    -0.02144300     9.09179783     3000
T Epoch 4           value_loss     0.00478179   0.02369685     0.00002546     0.30262312     3000
T Epoch 4              entropy     1.27928532   0.05099601     1.13173819     1.39906991     3000
T Epoch 4                 loss    -0.00132708   0.17257925    -0.03380726     9.07990360     3000
T Epoch 4            grad_norm     0.78908692  15.14677064     0.04170517   821.87268066     3000
T Epoch 4  sample_data_time/ms     2.43383702  30.01743211     0.05401671   496.30968925     3000
T Epoch 4  batch_learn_time/ms    56.30636453   1.31591575    54.94534783    62.21638899     3000
T Epoch 4       episode_length   161.48146588   0.95291078   160.00000000   164.00000000     4748
T Epoch 4       episode_return     0.67333614   1.68648078  -102.00000000     2.00000000     4748
T Epoch 4       episode_time/s     0.89119167   0.10370128     0.49705386     1.50221407     4748
T Epoch 4     steps_per_second   183.00348699  15.82078248   108.50650787   329.94412231     4748
T Epoch 4          total_guess     1.08614153   0.43580487     0.00000000    13.00000000     4748
T Epoch 4         correct_rate     0.87329470   0.31325828     0.00000000     1.00000000     4739
T Epoch 4       cyclone_attack     0.00021061   0.01451105     0.00000000     1.00000000     4748
T Epoch 4                 time  1076.60515776   0.00000000  1076.60515776  1076.60515776        1

[2022-06-30 16:44:02,054][root][INFO] - 

     info               key           mean         std            min            max    count
---------  ----------------  -------------  ----------  -------------  -------------  -------
E Epoch 4    episode_length   164.00000000  0.00000000   164.00000000   164.00000000      100
E Epoch 4    episode_return    -2.00000000  0.00000000    -2.00000000    -2.00000000      100
E Epoch 4    episode_time/s     0.67905888  0.01113744     0.58144855     0.69789225      100
E Epoch 4  steps_per_second   241.58381821  4.46678619   234.99328613   282.05419922      100
E Epoch 4       total_guess     0.00000000  0.00000000     0.00000000     0.00000000      100
E Epoch 4    cyclone_attack     0.00000000  0.00000000     0.00000000     0.00000000      100
E Epoch 4              time  1113.64886870  0.00000000  1113.64886870  1113.64886870        1

[2022-06-30 16:47:00,782][root][INFO] - 

     info                  key           mean          std            min            max    count
---------  -------------------  -------------  -----------  -------------  -------------  -------
T Epoch 5               return     0.06869007   0.00594356     0.00892577     0.07926131     3000
T Epoch 5         policy_ratio     0.99917559   0.00786853     0.97604740     1.17143118     3000
T Epoch 5          policy_loss     0.00163846   0.03097779    -0.01833296     1.52897191     3000
T Epoch 5           value_loss     0.00448542   0.02436651     0.00003549     0.34878942     3000
T Epoch 5              entropy     1.30751895   0.04825216     1.19207489     1.41358256     3000
T Epoch 5                 loss    -0.00919402   0.03316956    -0.03008642     1.51644039     3000
T Epoch 5            grad_norm     0.40302126   0.67834091     0.02536550    22.56962967     3000
T Epoch 5  sample_data_time/ms     2.41999853  29.78119210     0.05643815   492.02287383     3000
T Epoch 5  batch_learn_time/ms    56.17310801   1.25867121    54.90954872    65.33321645     3000
T Epoch 5       episode_length   161.03103520   0.37700399   160.00000000   164.00000000     4801
T Epoch 5       episode_return     0.73151427   2.57432413   -99.00000000     2.00000000     4801
T Epoch 5       episode_time/s     0.87747804   0.09258107     0.76127946     1.49286771     4801
T Epoch 5     steps_per_second   185.01050813  14.38432878   107.84613037   211.48606873     4801
T Epoch 5          total_guess     1.02332847   0.24804472     0.00000000     7.00000000     4801
T Epoch 5         correct_rate     0.90569559   0.28575985     0.00000000     1.00000000     4789
T Epoch 5       cyclone_attack     0.00062487   0.02498958     0.00000000     1.00000000     4801
T Epoch 5                 time  1292.37412172   0.00000000  1292.37412172  1292.37412172        1

[2022-06-30 16:47:38,829][root][INFO] - 

     info               key           mean         std            min            max    count
---------  ----------------  -------------  ----------  -------------  -------------  -------
E Epoch 5    episode_length   161.00000000  0.00000000   161.00000000   161.00000000      100
E Epoch 5    episode_return    -1.00000000  0.00000000    -1.00000000    -1.00000000      100
E Epoch 5    episode_time/s     0.69789948  0.00982427     0.60556853     0.71275038      100
E Epoch 5  steps_per_second   230.74407806  3.68534969   225.88552856   265.86584473      100
E Epoch 5       total_guess     1.00000000  0.00000000     1.00000000     1.00000000      100
E Epoch 5      correct_rate     0.00000000  0.00000000     0.00000000     0.00000000      100
E Epoch 5    cyclone_attack     0.00000000  0.00000000     0.00000000     0.00000000      100
E Epoch 5              time  1330.42335830  0.00000000  1330.42335830  1330.42335830        1

[2022-06-30 16:50:38,245][root][INFO] - 

     info                  key           mean          std            min            max    count
---------  -------------------  -------------  -----------  -------------  -------------  -------
T Epoch 6               return     0.05680392   0.00978432     0.01391822     0.08048924     3000
T Epoch 6         policy_ratio     0.99933180   0.01318798     0.91776896     1.42231238     3000
T Epoch 6          policy_loss     0.00677833   0.06537528    -0.01985522     2.53437901     3000
T Epoch 6           value_loss     0.00276550   0.00633334     0.00004179     0.04694240     3000
T Epoch 6              entropy     1.34250584   0.06559330     1.19350028     1.46470594     3000
T Epoch 6                 loss    -0.00526397   0.06581384    -0.03139585     2.52305317     3000
T Epoch 6            grad_norm     0.40620600   1.23916418     0.03130767    54.60169983     3000
T Epoch 6  sample_data_time/ms     2.46554613  31.47562032     0.05051494   647.75783382     3000
T Epoch 6  batch_learn_time/ms    56.34605853   1.34967804    54.98195719    62.35648971     3000
T Epoch 6       episode_length   161.14862885   0.58921887   160.00000000   164.00000000     4777
T Epoch 6       episode_return     0.60561022   2.80191663   -87.00000000     2.00000000     4777
T Epoch 6       episode_time/s     0.88633945   0.09910771     0.76825166     1.68542898     4777
T Epoch 6     steps_per_second   183.41875956  14.64339593    95.52464294   209.56675720     4777
T Epoch 6          total_guess     1.15135022   2.79528199     0.00000000    91.00000000     4777
T Epoch 6         correct_rate     0.88720057   0.31066764     0.00000000     1.00000000     4733
T Epoch 6       cyclone_attack     0.00000000   0.00000000     0.00000000     0.00000000     4777
T Epoch 6                 time  1509.83800852   0.00000000  1509.83800852  1509.83800852        1

[2022-06-30 16:51:15,292][root][INFO] - 

     info               key           mean          std            min            max    count
---------  ----------------  -------------  -----------  -------------  -------------  -------
E Epoch 6    episode_length   160.63000000   0.48280431   160.00000000   161.00000000      100
E Epoch 6    episode_return    -2.48000000   1.93121723    -5.00000000    -1.00000000      100
E Epoch 6    episode_time/s     0.67750243   0.03415935     0.43066275     0.68854195      100
E Epoch 6  steps_per_second   238.00877380  18.23165193   232.37510681   371.52041626      100
E Epoch 6       total_guess     2.48000000   1.93121723     1.00000000     5.00000000      100
E Epoch 6      correct_rate     0.00000000   0.00000000     0.00000000     0.00000000      100
E Epoch 6    cyclone_attack     0.00000000   0.00000000     0.00000000     0.00000000      100
E Epoch 6              time  1546.88633162   0.00000000  1546.88633162  1546.88633162        1

[2022-06-30 16:54:14,597][root][INFO] - 

     info                  key           mean          std            min            max    count
---------  -------------------  -------------  -----------  -------------  -------------  -------
T Epoch 7               return     0.07665294   0.00877755     0.03120409     0.09333961     3000
T Epoch 7         policy_ratio     1.00207888   0.13738603     0.96253347     8.49125004     3000
T Epoch 7          policy_loss     0.00735959   0.12831778    -0.02041629     4.63306093     3000
T Epoch 7           value_loss     0.00305224   0.01347037     0.00003012     0.26602283     3000
T Epoch 7              entropy     1.43026601   0.01986244     1.36902189     1.49759567     3000
T Epoch 7                 loss    -0.00541695   0.12865065    -0.03266788     4.61951971     3000
T Epoch 7            grad_norm     0.41043463   1.99360768     0.04515840    98.29365540     3000
T Epoch 7  sample_data_time/ms     2.27257161  28.89097498     0.05654059   556.94063939     3000
T Epoch 7  batch_learn_time/ms    56.49496622   1.37886077    55.08955289    65.87604061     3000
T Epoch 7       episode_length   161.07982493   0.44880162   160.00000000   164.00000000     4798
T Epoch 7       episode_return     0.77594831   2.89586330  -103.00000000     2.00000000     4798
T Epoch 7       episode_time/s     0.88282305   0.09556004     0.74647152     1.54148066     4798
T Epoch 7     steps_per_second   184.01222756  14.56179759   104.44503021   215.68136597     4798
T Epoch 7          total_guess     1.13255523   2.49207560     0.00000000   105.00000000     4798
T Epoch 7         correct_rate     0.97077224   0.15693230     0.00000000     1.00000000     4751
T Epoch 7       cyclone_attack     0.00020842   0.01443526     0.00000000     1.00000000     4798
T Epoch 7                 time  1726.19108371   0.00000000  1726.19108371  1726.19108371        1

[2022-06-30 16:54:53,643][root][INFO] - 

     info               key           mean         std            min            max    count
---------  ----------------  -------------  ----------  -------------  -------------  -------
E Epoch 7    episode_length   162.14000000  1.45615933   161.00000000   164.00000000      100
E Epoch 7    episode_return    -7.30000000  2.85131549   -13.00000000    -4.00000000      100
E Epoch 7    episode_time/s     0.70119349  0.01426751     0.58285230     0.72801268      100
E Epoch 7  steps_per_second   231.32048279  4.72871725   224.55787659   276.22778320      100
E Epoch 7       total_guess     8.28000000  2.91231866     6.00000000    12.00000000      100
E Epoch 7      correct_rate     0.07333334  0.08273116     0.00000000     0.33333334      100
E Epoch 7    cyclone_attack     0.00000000  0.00000000     0.00000000     0.00000000      100
E Epoch 7              time  1765.23736662  0.00000000  1765.23736662  1765.23736662        1

[2022-06-30 16:57:53,285][root][INFO] - 

     info                  key           mean          std            min            max    count
---------  -------------------  -------------  -----------  -------------  -------------  -------
T Epoch 8               return     0.09049510   0.00660093     0.01100815     0.10382512     3000
T Epoch 8         policy_ratio     0.99975564   0.00596736     0.97966474     1.02611876     3000
T Epoch 8          policy_loss     0.00000055   0.00999130    -0.01864104     0.35102984     3000
T Epoch 8           value_loss     0.00658891   0.03987943     0.00002438     0.88007116     3000
T Epoch 8              entropy     1.37868615   0.02315034     1.28929520     1.45107031     3000
T Epoch 8                 loss    -0.01049186   0.02199827    -0.03251794     0.42654395     3000
T Epoch 8            grad_norm     0.32391971   0.40022516     0.01452987    19.98651314     3000
T Epoch 8  sample_data_time/ms     2.58428967  31.58538726     0.05273428   499.00659919     3000
T Epoch 8  batch_learn_time/ms    56.31225710   1.26822494    55.04364055    66.89786259     3000
T Epoch 8       episode_length   161.00892857   0.16594143   160.00000000   164.00000000     4816
T Epoch 8       episode_return     0.85568937   2.52761756   -99.00000000     2.00000000     4816
T Epoch 8       episode_time/s     0.87873415   0.10188214     0.76967686     1.51696980     4816
T Epoch 8     steps_per_second   184.96738977  15.19314905   106.59885406   209.17869568     4816
T Epoch 8          total_guess     1.02014120   0.19812572     1.00000000     6.00000000     4816
T Epoch 8         correct_rate     0.96172481   0.18497992     0.00000000     1.00000000     4816
T Epoch 8       cyclone_attack     0.00062292   0.02495066     0.00000000     1.00000000     4816
T Epoch 8                 time  1944.87889628   0.00000000  1944.87889628  1944.87889628        1

[2022-06-30 16:58:29,331][root][INFO] - 

     info               key           mean         std            min            max    count
---------  ----------------  -------------  ----------  -------------  -------------  -------
E Epoch 8    episode_length   161.00000000  0.00000000   161.00000000   161.00000000      100
E Epoch 8    episode_return    -0.60000000  0.80000000    -1.00000000     1.00000000      100
E Epoch 8    episode_time/s     0.66550526  0.01774387     0.58327466     0.77095723      100
E Epoch 8  steps_per_second   242.09123489  6.42045489   208.83131409   276.02774048      100
E Epoch 8       total_guess     1.00000000  0.00000000     1.00000000     1.00000000      100
E Epoch 8      correct_rate     0.20000000  0.40000000     0.00000000     1.00000000      100
E Epoch 8    cyclone_attack     0.00000000  0.00000000     0.00000000     0.00000000      100
E Epoch 8              time  1980.92598152  0.00000000  1980.92598152  1980.92598152        1

[2022-06-30 17:01:29,342][root][INFO] - 

     info                  key           mean          std            min            max    count
---------  -------------------  -------------  -----------  -------------  -------------  -------
T Epoch 9               return    -0.01646816   0.13604187    -0.44616354     0.10415821     3000
T Epoch 9         policy_ratio     0.99870492   0.01201298     0.95965946     1.30126297     3000
T Epoch 9          policy_loss     0.00375394   0.05111064    -0.03298597     1.76010990     3000
T Epoch 9           value_loss     0.05045297   0.06963473     0.00002569     0.66512513     3000
T Epoch 9              entropy     1.38225123   0.02499573     1.30565262     1.43912756     3000
T Epoch 9                 loss     0.01515791   0.06244326    -0.03332394     1.77337289     3000
T Epoch 9            grad_norm     0.37747412   0.64357699     0.04144990    20.14448929     3000
T Epoch 9  sample_data_time/ms     2.51703360  31.22564075     0.05005114   586.01002581     3000
T Epoch 9  batch_learn_time/ms    56.48446819   1.42338853    55.03781885    67.17382744     3000
T Epoch 9       episode_length   161.06135357   0.44260411   160.00000000   164.00000000     4743
T Epoch 9       episode_return    -1.43980603  14.40721705  -144.00000000     3.00000000     4743
T Epoch 9       episode_time/s     0.89541334   0.10165434     0.50814831     1.56636333     4743
T Epoch 9     steps_per_second   181.55074500  15.05974527   102.78585815   316.83660889     4743
T Epoch 9          total_guess     3.49820789  14.52649752     0.00000000   146.00000000     4743
T Epoch 9         correct_rate     0.92807427   0.23685212     0.00000000     1.00000000     4728
T Epoch 9       cyclone_attack     0.00021084   0.01451870     0.00000000     1.00000000     4743
T Epoch 9                 time  2160.93619249   0.00000000  2160.93619249  2160.93619249        1

[2022-06-30 17:02:07,388][root][INFO] - 

     info               key           mean         std            min            max    count
---------  ----------------  -------------  ----------  -------------  -------------  -------
E Epoch 9    episode_length   161.00000000  0.00000000   161.00000000   161.00000000      100
E Epoch 9    episode_return    -1.00000000  0.00000000    -1.00000000    -1.00000000      100
E Epoch 9    episode_time/s     0.69335130  0.01351923     0.56238919     0.70253754      100
E Epoch 9  steps_per_second   232.31305786  5.52024447   229.16925049   286.27859497      100
E Epoch 9       total_guess     1.00000000  0.00000000     1.00000000     1.00000000      100
E Epoch 9      correct_rate     0.00000000  0.00000000     0.00000000     0.00000000      100
E Epoch 9    cyclone_attack     0.00000000  0.00000000     0.00000000     0.00000000      100
E Epoch 9              time  2198.98113084  0.00000000  2198.98113084  2198.98113084        1

[2022-06-30 17:05:07,488][root][INFO] - 

      info                  key           mean          std            min            max    count
----------  -------------------  -------------  -----------  -------------  -------------  -------
T Epoch 10               return     0.08788603   0.01399797    -0.02045120     0.10825551     3000
T Epoch 10         policy_ratio     0.99943941   0.00674947     0.97354722     1.06169367     3000
T Epoch 10          policy_loss     0.00107866   0.01492451    -0.01629868     0.33049759     3000
T Epoch 10           value_loss     0.03679719   0.09696711     0.00024910     1.10659075     3000
T Epoch 10              entropy     1.39924892   0.03453264     1.28347826     1.46974027     3000
T Epoch 10                 loss     0.00548477   0.05029461    -0.02967973     0.53113157     3000
T Epoch 10            grad_norm     0.33218272   0.25673639     0.02097058     7.31466675     3000
T Epoch 10  sample_data_time/ms     2.75490372  34.16753776     0.05184673   583.16305652     3000
T Epoch 10  batch_learn_time/ms    56.29262923   1.30094265    54.96981274    66.91379473     3000
T Epoch 10       episode_length   161.04385229   0.33279134   160.00000000   164.00000000     4766
T Epoch 10       episode_return     0.61959715   5.39865484  -102.00000000     3.00000000     4766
T Epoch 10       episode_time/s     0.89160449   0.10880915     0.76568794     1.58014274     4766
T Epoch 10     steps_per_second   182.47171583  15.37627794   101.88952637   210.26843262     4766
T Epoch 10          total_guess     1.07637432   1.36746254     0.00000000    78.00000000     4766
T Epoch 10         correct_rate     0.96560375   0.16928839     0.00000000     1.00000000     4730
T Epoch 10       cyclone_attack     0.00272765   0.05215567     0.00000000     1.00000000     4766
